"No..of.Tanks","Stock.number.","Date.of.Birth","Fish.name","Genotype.","Fish.number","Responsible","Female.Parent.Genotype","Male.Parent.Genotype","Female.Parent.Stock","Male.Parent.Stock","Notes"
1,"14925","26-Jul-18","AB inj ctgfa:180E x AB M2","Enter genotype",40,"KT/MHM","AB","AB inj ctgfa:108E","13877","14526","Male 2 GFP- at d3pf"
1,"14926","26-Jul-18","AB inj ctgfa:180E x AB M3","Enter genotype",40,"KT/MHM","AB","AB inj ctgfa:108E","13877","14526","Male 3 GFP- at d3pf"
1,"14927","26-Jul-18","AB inj ctgfa:180E x AB M4","Enter genotype",40,"KT/MHM","AB","AB inj ctgfa:108E","13877","14526","Male 4 GFP- at d3pf"
1,"14982","6-Aug-18","GFPAP:GFP x huc:mCherry-NTR-L1;Casper x Casper","Enter genotype",21,"KT/MHM","huc:mCherry-NTR-L1;Casper x Casper","GFAP:GFP","14646","14105","GFP+/R+"
1,"15055","17-Aug-18","AB","Enter genotype",80,"MHM","AB","AB","13877","13877",""
1,"15056","17-Aug-18","AB:EK","Enter genotype",120,"MHM","AB","EK","13877","13947",""
1,"15057","17-Aug-18","GFAP:GFP x huc:mCherry-NTR-L1;Casper x Casper","Enter genotype",120,"KT/MHM","GFAP:GFP","huc:mCherry-NTR-L1;Casper x Casper","14400","14646","GFP+/R+"
1,"15058","17-Aug-18","GFAP:GFP x mm503-L13 ","Enter genotype",120,"KT/MHM","GFAP:GFP","mm503-L13 ","14400","14401","GFP-/R-"
1,"15103","21-Aug-18","ub:switch;ctgfa:CreER-L1","Enter genotype",80,"MHM","ub:switch:GFP","ctgfa:CreER-L1","13950","13840","G+, genotype for Cre"
1,"15108","24-Aug-18","huc:GFP ","Enter genotype",40,"MHM","huc:GFP","huc:GFP","14329","14329","G+, homozygotes"
1,"15109","24-Aug-18","ub:switch;ctgfa:CreER-L7","Enter genotype",80,"MHM","ctgfa:CreER-L7","ub:switch:GFP","13448","13950","G+, genotype for Cre"
1,"15146","29-Aug-18","EK","Enter genotype",80,"MHM","EK","EK","13947","13947",""
1,"15188","6-Sep-18","AB","Enter genotype",120,"MHM/JB","AB","AB","13877","13877",""
1,"15189","6-Sep-18","AB:EK","Enter genotype",120,"MHM/JB","EK","AB","13947","13877",""
1,"15190","6-Sep-18","EK","Enter genotype",120,"MHM/JB","EK","EK","13947","13947",""
1,"15191","6-Sep-18","mstnb","Enter genotype",0,"MHM/JB","msntb +/-","msntb +/-","14705","14705","WT /  Het  /  Mut"
1,"15237","12-Sep-18","ctgfa:CreER-L1","Enter genotype",80,"MHM","AB","ctgfa:CreER-L1","13877","13840","Genotype for cre"
1,"15238","12-Sep-18","ctgfa:CreER-L7","Enter genotype",80,"MHM","AB","ctgfa:CreER-L7","13877","13448","Genotype for cre"
1,"15248","12-Sep-18","GFAP:GFP x Ctgfa:R-NTR-L13","Enter genotype",40,"RM/MHM","GFAP:GFP","Ctgfa:R-NTR-L13","14400","14401","G-/R-"
1,"15258","15-Sep-18","Lama5 Tg","Enter genotype",80,"MHM/JB","Lama5 Tg","AB","13373","14874","No fluorescence detectable at 4 dpf. GENOTYPE: GFP____"
1,"15259","15-Sep-18","mstnb (mixed); Smad2-GFP (mixed)","Enter genotype",0,"MHM/JB","mstnb (het)","Smad2-GFP (het)","14705","12261","mstnb____      GFP____  "
1,"15260","19-Sep-18","olig2:GFP +/+","Enter genotype",120,"MHM","olig2:GFP +/+","olig2:GFP +/+","14856","14856","G+, homozygotes"
1,"15268","19-Sep-18","AB inj ctgfa 1kb","Enter genotype",40,"KT/MHM","AB","AB","",""," GFP+ along notochord at d4pf/ GFP+ in eyes (+/-)"
1,"15269","20-Sep-18","GFAP:GFP x Ctgfa-R-NTR-L13","Enter genotype",35,"MHM","GFAP:GFP","Ctgfa-R-NTR-L13","14400","14401","G-/R+"
1,"15325","27-Sep-18","ctgfa:GFP-L9;hsp:R-yap87A","Enter genotype",120,"MHM","ctgfa:GFP-L9","hsp:R-YAP87A","14645","14309","G+,Sort For R+ and R-"
1,"15326","27-Sep-18","ctgfa:GFP-L9;hsp:DN-YAP-2A-mCherry","Enter genotype",120,"MHM","ctgfa:GFP-L9","hsp:DN-YAP-2A-mCherry","14645","14308","G+,Sort For R+ and R-"
1,"15327","27-Sep-18","mstnb","Enter genotype",0,"MHM/JB","mstnb (het)","mstnb (het)","14705","14705","+/+  +/-  -/-"
1,"15328","27-Sep-18","mstnb +/-; Huc:GFP +/-","Enter genotype",80,"MHM/JB","mstnb (mut)","Huc:GFP (homo)","14704","14329","G+"
1,"15329","27-Sep-18","mstnb +/-; Lama5 Tg","Enter genotype",160,"MHM/JB","mstnb (mut)","Lama5 Tg (het)","14704","13373","GENOTYPED - GFP+"
1,"15330","27-Sep-18","mstnb +/-; Nestin:GFP +/-","Enter genotype",80,"MHM/JB","mstnb (mut)","Nestin:GFP (homo)","14704","14772","G+"
1,"15331","27-Sep-18","mstnb +/-; Olig2:GFP +/-","Enter genotype",80,"MHM/JB","mstnb (mut)","Olig2:GFP (homo)","14704","14858","G+"
1,"15332","27-Sep-18","mstnb +/-; Gfap:GFP +/-","Enter genotype",80,"MHM/JB","mstnb (mut)","Gfap (het)","14704","14400","G+"
1,"15333","27-Sep-18","mstnb +/-; Isl1:GFP +/-","Enter genotype",80,"MHM/JB","mstnb (mut)","Isl1:GFP (homo)","14704","13881","G+"
1,"15366","28-Sep-18","tc1a-M2-L1;tc1b-M1-L1","Enter genotype",40,"KT/MHM","Tc1a-M2-L1; Tc1b-M1-L1","Tc1a-M2-L1; Tc1b-M1-L1","14717","14717","Clutch 2, Obtained from intercross of double hets, Genotype to obtain --/--"
1,"15378","1-Oct-18","GFAP:GFP; HuC:mCherry-NTR-L1; Casper (mixed)","Enter genotype",0,"MHM/JB","GFAP:GFP+; HuC:mCherry-NTR-L1+; Casper (het)","GFAP:GFP+; HuC:mCherry-NTR-L1+; Casper (het)","14982","14982","SCREENED: GFP____  RFP____ "
1,"15439","11-Oct-18","GFPAP:GFP; HuC:mCherry-NTR-L1; Casper","Enter genotype",0,"MHM/JB","GFPAP:GFP; HuC:mCherry-NTR-L1; Casper (Het)","GFPAP:GFP; HuC:mCherry-NTR-L1; Casper (Het)","14982/15057","14982/15057","GFP____  RFP____ ; screen for homozygotes; screen for roy in adults"
1,"15458","15-Oct-18","AB/EK injected with mstnb-3.5kb:EGFP","Enter genotype",0,"MHM/JB","AB* or EK","AB* or EK","","",""
1,"15460","18-Oct-18","HB9:GFP (het); mstnb (+/-)","Enter genotype",8,"MHM/JB","HB9:GFP (homo)","mstnb (mut)","13949","14704","G+"
1,"15461","19-Oct-18","GFPAP:GFP; HuC:mCherry-NTR-L1; Casper","Enter genotype",0,"MHM/JB","GFPAP:GFP; HuC:mCherry-NTR-L1; Casper (Het)","GFPAP:GFP; HuC:mCherry-NTR-L1; Casper (Het)","15057","15057","GFP____  RFP____ ; screen for homozygotes; screen for roy in adults"
1,"15485","23-Oct-18","tc1a-M2-L1","Enter genotype",120,"MHM","tc1a-M2-L1","tc1a-M2-L1","13931","13931","Genotype for Mut,het,wt"
1,"15545","30-Oct-18","mstnb","Enter genotype",40,"MHM/JB","mstnb (het)","mstnb (het)","14705","14705","GENOTYPE:  mstnb +/+  +/-  -/-"
1,"15546","2-Nov-18","AB","Enter genotype",120,"MHM","AB","AB*","15055","15055",""
1,"15547","2-Nov-18","AB:EK","Enter genotype",120,"MHM","AB","EK","15055","15146",""
1,"15548","2-Nov-18","tc1b-M1-L1","Enter genotype",120,"MHM","tc1b-M1-L1","tc1b-M1-L1","14558","14558","Genotype for mut,het and WT"
1,"15560","2-Nov-18","kur-TM304","Enter genotype",120,"MHM","kur-TM304 +/-","kur-TM304 +/-","14402","14402","genotype for mut, het, wt"
1,"15574","6-Nov-18","mstnb; Lama5a:GFP","Enter genotype",40,"MHM/JB","Lama5:GFP Tg (het)","mstnb (het)","13373","14704","GENOTYPE: GFP_____;  mstnb _______ (discard if prior cross is successful)"
1,"15575","6-Nov-18","huc:mcherry-NTR-L1; mstnb","Enter genotype",80,"MHM/JB","huc:mcherry-NTR-L1 (het)","mstnb (het)","14368","14704","R+ / R- ; GENOTYPE: mstnb ______ "
1,"15580","8-Nov-18","HB9:GFP ","Enter genotype",40,"MHM","HB9:GFP ","HB9:GFP ","13949","13949","G + :Homozygotes"
1,"15581","8-Nov-18","huc:mcherry-NTR-L1","Enter genotype",40,"MHM","huc:mcherry-NTR-L1","AB","14368","15055","NOT Sorted. Sort at adults"
1,"15603","nov","EK injected with mstnb-4.7kb:EGFP","Enter genotype",0,"MHM/JB","EK","EK","13947","13947",""
1,"15604","8-Nov-18","EK injected with mstnb-4.8kb:EGFP","Enter genotype",0,"MHM/JB","EK","EK","13947","13947",""
1,"15637","13-Nov-18","EK:AB injected with mstnb-4.8kb:EGFP","Enter genotype",0,"MHM/JB","EK","AB","","","also includes 15681 and 15766"
1,"15663","16-Nov-18"," -3-ctgfa:GFP - L1","Enter genotype",40,"MHM","AB"," -3-ctgfa:GFP - L1","15055","14072","GFP+"
1,"15664","16-Nov-18"," -4-ctgfa:GFP - L6","Enter genotype",40,"MHM","AB"," -4-ctgfa:GFP - L6","15055","14073","GFP+"
1,"15665","16-Nov-18"," -4-ctgfa:GFP - L5","Enter genotype",40,"MHM","AB"," -4-ctgfa:GFP - L5","15055","10475","GFP+"
1,"15666","16-Nov-18"," -4-ctgfa:GFP - L7","Enter genotype",40,"MHM","AB"," -4-ctgfa:GFP - L5","15055","14162","GFP+"
1,"15681","20-Nov-18","EK injected with mstnb-4.8kb:EGFP","Enter genotype",0,"MHM/JB","EK","EK","13947","13947",""
1,"15682","20-Nov-18","mstnb (het) ; NeuroD:GFP ix (het)","Enter genotype",0,"MHM/JB","mstnb (mut)","NeruoD:GFP ix","14704","13883","GFP+"
1,"15695","22-Nov-18","AB inj Fkbp5","Enter genotype",40,"MHM","AB","AB","","","To screen with Fkbp5 primers"
1,"15696","28-Nov-18","12XSBE:EGFP; mstnb +/-","Enter genotype",0,"MHM/JB","mstnb (het)","12XSBE:EGFP (het)","14705",NA,"Iodined 11-29-18"
1,"15697","24-Nov-18","Nestin:EGFP; mstnb (mixed)","Enter genotype",0,"MHM/JB","mstnb (het)","Nestin:GFP (het); mstnb (het)","15191","15330","GFP + ; mstnb +/+ +/- -/-"
1,"15698","24-Nov-18","HuC:GFP (het); mstnb (mixed)","Enter genotype",0,"MHM/JB","mstnb (het)","HuC:GFP (het); mstnb (het)","15191","15328","GFP + ; mstnb +/+ +/- -/-"
1,"15699","24-Nov-18","Isl1:GFP (het); mstnb (mixed)","Enter genotype",0,"MHM/JB","Isl1:GFP; mstnb (het)","mstnb (het)","15333","15191","GFP + ; mstnb +/+ +/- -/-"
1,"15700","24-Nov-18","Olig2:GFP (het); mstnb (mixed)","Enter genotype",0,"MHM/JB","olig2:GFP; mstnb (het)","mstnb (het)","15331","15191","GFP + ; mstnb +/+ +/- -/-"
1,"15701","24-Nov-18","EK:AB","Enter genotype",40,"MHM/JB","AB","EK","15188","15190",""
1,"15712","30-Nov-18"," -4-ctgfa:GFP - L4","Enter genotype",21,"MHM"," -4-ctgfa:GFP - L4","AB","14074","15055","G+"
1,"15738","1-Dec-18","mstnb (het); huC-mCherry-NTR-L1 (het); Casper (het)","Enter genotype",39,"MHM/JB","huc:mCherry-NTR-L1;Casper x Casper","mstnb (homo)","14646","14704","R+"
1,"15766","3-Dec-18","AB:EK injected with mstnb-4.8kb:EGFP","Enter genotype",35,"MHM/JB","AB","EK","15188","15190",""
1,"15767","4-Dec-18","HB9:GFP (het); mstnb (mixed)","Enter genotype",100,"MHM/JB","mstnb (het)","HB9:EGFP (het); mstnb (het)","15191","15460","G+ ; mstnb +/+  +/-  -/-"
1,"15768","4-Dec-18","sox2-2A-sfGFP (het); mstnb (mixed)","Enter genotype",63,"MHM/JB","sox2-2A-sfGFP","mstnb (het)","14934","15191","G+ ; mstnb +/+  +/-"
1,"15814","11-Dec-18","Smad2-EGFP (het); mstnb","Enter genotype",96,"MHM/JB","Smad2-EGFP; mstnb +/- ","mstnb +/-","15259","15191","mstnb +/+  +/-  -/-"
1,"15815","13-Dec-18","Smad2-EGFP (het)","Enter genotype",15,"MHM/JB","Smad2-EGFP; mstnb +/+","EK:AB","15259","15189","GFP+ (screen at 1 dpf)"
1,"15816","11-Dec-18","mstnb-3.5:EGFP-L1 (#1)","Enter genotype",2,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1; Discard if I obtain better numbers from subsequent cross."
1,"15843","13-Dec-18","mstnb-3.5:EGFP-L2 (#12)","Enter genotype",15,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1"
1,"15844","13-Dec-18","mstnb-3.5:EGFP-L3 (#17)","Enter genotype",13,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1"
1,"15845","13-Dec-18","mstnb-3.5:EGFP-L4 (#20)","Enter genotype",20,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1"
1,"15858","18-Dec-18","j940:HS>Cas9","Enter genotype",24,"MHM","j940:HS>Cas9","j940:HS>Cas9","13828","13828","Blue Heart +"
1,"15859","18-Dec-18","j1786:hsp70>idh1-wildtype","Enter genotype",40,"MHM","AB","j1786:hsp70>idh1-wildtype","15505","13834","G+"
1,"15860","18-Dec-18","j1786:hsp70>idh1-wildtype","Enter genotype",40,"MHM","AB","j1786:hsp70>idh1-wildtype","15505","13834","G-"
1,"15861","18-Dec-18"," j1787:hsp70>idh1-mutant","Enter genotype",40,"MHM"," j1787:hsp70>idh1-mutant","AB","13835","15505","G+"
1,"15862","18-Dec-18"," j1787:hsp70>idh1-mutant","Enter genotype",40,"MHM"," j1787:hsp70>idh1-mutant","AB","13835","15505","G-"
1,"15863","18-Dec-18","is1i:GFP +/+","Enter genotype",40,"MHM","is1i:GFP +/+","is1i:GFP +/+","13881","13881","G+; homozygous"
1,"15864","18-Dec-18","neuroD +/+","Enter genotype",40,"MHM","neuoD +/+","neuoD +/+","13883","13883","G+; homozygous"
1,"15880","20-Dec-18","mstnb-3.5:EGFP-L6","Enter genotype",10,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1"
1,"15881","20-Dec-18","mstnb-3.5:EGFP-L7","Enter genotype",40,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1"
1,"15882","20-Dec-18","mstnb-3.5:EGFP-L8","Enter genotype",15,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1"
1,"15900","2-Jan-19","mstnb","Enter genotype",40,"MHM/JB","msntb (het)","mstnb (het)","14704","14704","single clutch; GENOTYPE:  mstnb +/+  +/-  -/-"
1,"15901","2-Jan-19","mstnb-3.5:EGFP-L6","Enter genotype",15,"MHM/JB","mstnb-3.5:EGFP injected AB","EK:AB","15458","15189","F1"
1,"15902","4-Jan-19","pet1:GFP  +/+","Enter genotype",20,"MHM/RM","pet1:GFP  +/+","pet1:GFP  +/+","14312","14312","G+; homoz"
1,"15903","4-Jan-19","ctgfa -/- x AB","Enter genotype",40,"MHM/RM","ctgfa -/- ","AB","14907","","confirmed PCR hets were outcrossed to AB"
1,"15904","4-Jan-19","j944:hsp>dnFGFR1-mCherry; EF1a>GFP","Enter genotype",40,"MHM/RM","j944:hsp>dnFGFR1-mCherry; EF1a>GFP","AB","13830","","G+"
1,"15905","3-Jan-19","tc1a -/-; tc1b +/- x tc1a +/-; tc1b -/-","Enter genotype",40,"MHM/RM","tc1a -/-; tc1b +/-","tc1a +/-; tc1b -/-","15366","15366","genotype"
1,"15906","3-Jan-19","mstnb-4.8:EGFP-L1","Enter genotype",15,"MHM/JB","EK:AB","mstnb-4.8:EGFP injected AB","15189","15637","F1"
1,"15921","8-Jan-18","Sox10:RFP","Enter genotype",25,"MHM/RM","AB","Sox10:RFP","15505","14859","R+"
1,"15951","11-Jan-19","mstnb +/-","Enter genotype",40,"MHM/JB","EK:AB","mstnb -/-","15189","14704","mstnb +/+  +/- (save hets only)"
1,"15952","1-Oct-18","GFAP:GFP; HuC:mCherry-NTR-L1; Casper","Enter genotype",0,"MHM/JB","","","","","Combination of 15461, 15378, 15439."
1,"15955","15-Jan-19","alpha-tub-Cre","Enter genotype",40,"MHM/RM","alpha-tub-Cre","AB","14076","","G+; genotype for cre"
1,"15957","15-Jan-19","Ctgfa 1kb-L1","Enter genotype",20,"MHM/KT","AB Ctgfa inj 1kb","AB","13877","15268","Stable Line, GFP+"
1,"15958","15-Jan-19","Ctgfa 1kb-L2","Enter genotype",30,"MHM/KT","AB Ctgfa inj 1kb","AB","13877","15268","Stable Line, GFP+"
1,"15959","15-Jan-19","Ctgfa 1kb-L3","Enter genotype",20,"MHM/KT","AB Ctgfa inj 1kb","AB","13877","15268","Stable Line, GFP+"
1,"15960","15-Jan-19","Ctgfa 1kb-L4","Enter genotype",30,"MHM/KT","AB Ctgfa inj 1kb","AB","13877","15268","Stable Line, GFP+"
1,"15970","15-Jan-19","mbp:GFP","Enter genotype",40,"MHM/RM","mbp:GFP","AB","14860","","G+"
1,"15992","23-Jan-19","dkk1b:GFP","Enter genotype",40,"MHM/Rm","AB","dkk1b:GFP","","14109","G+"
1,"15993","23-Jan-19","mxsc:dsRed","Enter genotype",40,"MHM/RM","AB","mxsc:dsRed","","14106","R+"
1,"16002","23-Jan-19","mpeg:YFP","Enter genotype",11,"MHM/RM","mpeg:YFP","AB","14861","","Y+"
1,"16003","25-Jan-19","EK","Enter genotype",40,"MHM/RM","EK","EK","15146","15146",""
1,"16004","25-Jan-19","tc1a -/-; tc1b +/- x tc1a +/-; tc1b -/-","Enter genotype",40,"MHM/RM","tc1a -/-; tc1b +/- "," tc1a +/-; tc1b -/-","15366","15366","genotype"
1,"16007","24-Jan-19","AB injected with ctgfa-5kb:mstnb-2a-EGFP","Enter genotype",30,"MHM/JB","AB","AB","","","Top 30 expressors"
1,"16008","23-Jan-19","mstnb-4.8:EGFP-L2","Enter genotype",10,"MHM/JB","EK:AB","AB:EK injected with mstnb-4.8kb:EGFP","15701","15766","F1"
1,"16023","29-Jan-19","tph1b:CreER;ubs","Enter genotype",40,"MHM/RM","AB","tph1b:CreER;ubs","","14077","G+"
1,"16024","29-Jan-19","huc:GFP +/+","Enter genotype",40,"MHM/RM","huc:GFP +/+","huc:GFP +/+","15108","15108","G+"
1,"16025","29-Jan-19","XIG-8A","Enter genotype",40,"MHM/RM","AB","XIG-8A","","14057","G+"
1,"16041","26-Jan-19","mstnb (mixed); huC-mCherry-NTR-L1 (het/homo); Casper","Enter genotype",0,"MHM/JB","mstnb (het); huC-mCherry-NTR-L1 (het); Casper (het)","mstnb (het); huC-mCherry-NTR-L1 (het); Casper (het)","15738","15738","Genotype: mstnb +/+ +/- -/-"
1,"16042","26-Jan-19","GFAP:GFP; HuC:mCherry-NTR-L1; Casper","Enter genotype",37,"MHM/JB","R+/-; G+/+","R+/+; G+/-","15952","15952","screen for homozygotes"
1,"16044","31-Jan-19","fn1a-mut","Enter genotype",40,"MHM/RM","AB","fn1a-mut pcr+","","12764","Genotype "
1,"16045","31-Jan-19","ctgfa:RNTR L11","Enter genotype",40,"MHM/RM","AB","ctgfa:RNTR L11","","13627","R+"
1,"16046","31-Jan-19","hsp:ctgfa-D4-2A-GFP","Enter genotype",40,"MHM/RM","AB","hsp:ctgfa-D4-2A-GFP","","13678","G+"
1,"16047","1-Feb-19","j1704:PRMD12>GFP","Enter genotype",40,"MHM/RM","j1704:PRMD12>GFP","AB","13826","","G+"
1,"16048","1-Feb-19"," j1784:DCT-1>GFP","Enter genotype",40,"MHM/RM"," j1784:DCT-1>GFP","AB","13833","","G+"
1,"16057","1-Feb-19","mstnb-4.8:EGFP-L6 (#15)","Enter genotype",15,"MHM/JB","EK:AB","AB:EK injected with mstnb-4.8kb:EGFP","15701/15189","15766/15681","F1"
1,"16058","1-Feb-19","mstnb-4.8:EGFP-L7 (#21)","Enter genotype",11,"MHM/JB","EK:AB","AB:EK injected with mstnb-4.8kb:EGFP","15701/15189","15766/15681","F1"
1,"16059","1-Feb-19","mstnb-4.8:EGFP-L8 (#44)","Enter genotype",3,"MHM/JB","EK:AB","AB:EK injected with mstnb-4.8kb:EGFP","15701/15189","15766/15681","F1"
1,"16060","1-Feb-19","mstnb-4.8:EGFP-L9 (#48)","Enter genotype",9,"MHM/JB","EK:AB","AB:EK injected with mstnb-4.8kb:EGFP","15701/15189","15766/15681","F1"
1,"16061","1-Feb-19","mstnb-4.8:EGFP-L11 (#64)","Enter genotype",5,"MHM/JB","EK:AB","AB:EK injected with mstnb-4.8kb:EGFP","15701/15189","15766/15681","F1"
1,"16064","5-Feb-19","tph1b:CreER","Enter genotype",40,"MHM/RM","AB","tph1b:CreER","","14077","G+ eye;genotype for Cre to check"
1,"16078","6-Feb-19","j1766:GPNMB3>GFP","Enter genotype",30,"MHM/RM","j1766:GPNMB3>GFP","AB","13832","","G+"
1,"16079","8-Feb-19","hsp:DN-YAP-2A-mCherry","Enter genotype",0,"MHM/RM","AB","hsp:DN-YAP-2A-mCherry","14308","","clutch 3:sort at adult"
1,"16080","8-Feb-19","hsp:R-YAP87A","Enter genotype",0,"MHM/RM","AB","hsp:R-YAP87A","14309","","clutch 1:sort at adult"
1,"16117","9-Feb-19","12XSBE:EGFP (het); mstnb","Enter genotype",40,"MHM/JB","mstnb (het)","12XSBE:EGFP (het); mstnb (het)","14704","15696","Genotype: mstnb +/+  -/-  +/-"
1,"16120","12-Feb-19"," -3-ctgfa:GFP - L1","Enter genotype",40,"MHM/RM","AB"," -3-ctgfa:GFP - L1","","15563","GFP+: Surgey"
1,"16121","12-Feb-19"," -4-ctgfa:GFP - L4","Enter genotype",40,"MHM/RM","AB"," -4-ctgfa:GFP - L4","","15712","GFP+: Stocks"
1,"16122","12-Feb-19"," -4-ctgfa:GFP - L5","Enter genotype",40,"MHM/RM","AB"," -4-ctgfa:GFP - L5","","15665","GFP+:Surgery"
1,"16123","12-Feb-19"," -4-ctgfa:GFP - L6","Enter genotype",40,"MHM/RM","AB"," -4-ctgfa:GFP - L6","","15564","GFP+: Stocks"
1,"16124","12-Feb-19"," -4-ctgfa:GFP - L7","Enter genotype",40,"MHM/RM","AB"," -4-ctgfa:GFP - L7","","15666","GFP+:Surgery"
1,"16125","14-Feb-19","ub:switchGFP +/+","Enter genotype",40,"MHM/RM","ub:switchGFP","ub:switchGFP","13950","13950","GFP+:homozygotes"
1,"16162","19-Feb-19","ctgfa:GFP-L9 x hsp:DN-Yap-2A-mcherry","Enter genotype",120,"MHM/RM","ctgfa:GFP-L9"," hsp:DN-Yap-2A-mcherry","15325","14308","surgery; G+ sort for R+ at adult"
1,"16163","19-Feb-19","ctgfa:GFP-L9 x hsp:R-YAP87A","Enter genotype",120,"MHM/RM","ctgfa:GFP-L9"," hsp:R-YAP87A","15326","14309","surgery; G+ sort for R+ at adult"
1,"16164","20-Feb-19","j2019:RFP>GFP Responder, loxp","Enter genotype",20,"MHM/RM","AB","j2019:RFP>GFP Responder, loxp","","13836","R+"
1,"16165","20-Feb-19","j944:hsp>dnFGFR-1-mcherry; ef1a>GFP","Enter genotype",40,"MHM/RM","AB","j944:hsp?dnFGFR-1-mcherry; ef1a>GFP","","13830","R+; heat shocked at 24hpf"
1,"16172","20-Feb-19","mstnb(3.5kb):EGFP (L6) (het); casper (het)","Enter genotype",15,"MHM/JB","casper","mstnb(3.5kb):EGFP (het)","14649","15880","GFP+"
1,"16182","20-Feb-19","Tefb-M2","Enter genotype",40,"KT/MHM","Tefb-M2","Tefb-M2","14420","14420","Genotype for Het,Mut,WT"
1,"16194","26-Feb-19"," -4-ctgfa:GFP - L7","Enter genotype",40,"MHM/RM","AB"," -4-ctgfa:GFP - L7","","15666","G+: for stocks, one clutch"
1,"16195","26-Feb-19","ctgfa:GFP-L9","Enter genotype",40,"MHM/RM","AB","ctgfa:GFP-L9","","14645","G+: for stocks, one clutch"
1,"16196","26-Feb-19","ctgfa:GFP-L9 x hsp:DN-Yap-2A-mcherry","Enter genotype",120,"MHM/RM","ctgfa:GFP-L9"," hsp:DN-Yap-2A-mcherry","15325","14308","G+ sort for R+ at adults, for surgery"
1,"16200","27-Feb-19","mstnb","Enter genotype",40,"MHM/JB","mstnb (het)","mstnb (het)","14704","14704","Genotype: mstnb _____"
1,"16201","27-Feb-19","Tg(-4.8mstnb:EGFP-L10)","Enter genotype",19,"MHM/JB","EK:AB","Tg(-4.8mstnb:EGFP-L10) (F0)","15189","15637","G+; F1"
1,"16224","1-Mar-19","Ctgfa 1kb-L1","Enter genotype",40,"MHM/RM","AB","Ctgfa 1kb-L1","","15957","G+ one clutch"
1,"16225","1-Mar-19","Ctgfa 1kb-L1","Enter genotype",40,"MHM/RM","AB","Ctgfa 1kb-L1","","15957","G- one clutch"
1,"16226","1-Mar-19","Ctgfa 1kb-L2","Enter genotype",40,"MHM/RM","Ctgfa 1kb-L2","AB","15958","","G+ one clutch"
1,"16227","1-Mar-19","Ctgfa 1kb-L2","Enter genotype",40,"MHM/RM","Ctgfa 1kb-L2","AB","15958","","G- one clutch"
1,"16248","1-Mar-19","hsp70:twist1a-E2A-EGFP inj","Enter genotype",8,"JL/MHM","AB","AB","","","injected eye+"
1,"16270","23-Jan-19","NM23-L1","Enter genotype",40,"MHM/KT","","","","","screen for hets"
1,"16271","23-Jan-19","NM23-L2","Enter genotype",0,"MHM/KT","","","","","screen for hets"
1,"16272","23-Jan-19","Fkbp5-L1","Enter genotype",0,"MHM/KT","","","","","screen for hets"
1,"16273","23-Jan-19","Fkbp5-L2","Enter genotype",0,"MHM/KT","","","","","screen for hets"
1,"16293","8-Mar-19","Ctgfa 1kb-L3","Enter genotype",40,"MHM/RM","Ctgfa 1kb-L3","AB","15959","","G+"
1,"16294","8-Mar-19","Ctgfa 1kb-L3","Enter genotype",40,"MHM/RM","Ctgfa 1kb-L3","AB","15959","","G-"
1,"16295","8-Mar-19","Ctgfa:GFP-L9","Enter genotype",40,"MHM/RM","AB","Ctgfa:GFP-L9","","14645","G+"
1,"16316","12-Mar-19","huc:mcherry-NTR-L1 x Nestin:GFP","Enter genotype",35,"MHM/RM",":mcherry-NTR-L1","Nestin:GFP +/+","15581","14772","R+. G+"
1,"16317","12-Mar-19","huc:mcherry-NTR-L1 x is1i:GFP","Enter genotype",40,"MHM/RM",":mcherry-NTR-L1","is1i:GFP +/+","15581","14368","R+. G+"
1,"16318","12-Mar-19","huc:mcherry-NTR-L1 x huc:GFP","Enter genotype",40,"MHM/RM",":mcherry-NTR-L1","huc:GFP +/+","15581","15018","R+. G+"
1,"16338","14-Mar-18","AB inj with hs:twista","Enter genotype",75,"MHM/RM","AB","AB","","","EYE G+"
1,"16339","14-Mar-18","AB inj with ctgfa:twista","Enter genotype",34,"MHM/RM","AB","AB","","","Notochord G+"
